Bike ID,iOS,Latitude,Longitude,Rental URIS
"{""bike_id"":""b37c409e-d2b9-4b05-a9e4-96f8559ae8b9""","ios:""limebike://map?selected_vehicle_id=KHQZ7HLGG5ZGX\u0026generated_at=1634666730""}}","lat:""38.9713""","lon:""-77.0276""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KHQZ7HLGG5ZGX\u0026generated_at=1634666730"""
"{""bike_id"":""e2198f1f-62fb-4995-94d4-115e5523f32e""","ios:""limebike://map?selected_vehicle_id=ZMKGMME3LJTG6\u0026generated_at=1634666730""}}","lat:""38.9626""","lon:""-77.0277""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZMKGMME3LJTG6\u0026generated_at=1634666730"""
"{""bike_id"":""3dd2b989-c02a-45fe-a8f0-c1d321e5b58d""","ios:""limebike://map?selected_vehicle_id=3IKUPW6IAITK6\u0026generated_at=1634666730""}}","lat:""38.9656""","lon:""-77.0278""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3IKUPW6IAITK6\u0026generated_at=1634666730"""
"{""bike_id"":""f4aee0f8-3cd9-4ddf-b2b3-b12f955b9c50""","ios:""limebike://map?selected_vehicle_id=5HSEGOCCQKR5M\u0026generated_at=1634666730""}}","lat:""38.9724""","lon:""-77.0278""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5HSEGOCCQKR5M\u0026generated_at=1634666730"""
"{""bike_id"":""2914276f-86c5-4a67-9a42-567fd54319b7""","ios:""limebike://map?selected_vehicle_id=NXLLUANHLRPB6\u0026generated_at=1634666730""}}","lat:""38.9483""","lon:""-77.0278""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NXLLUANHLRPB6\u0026generated_at=1634666730"""
"{""bike_id"":""e673fc1c-1d46-4d89-9bbb-3d919391a4b9""","ios:""limebike://map?selected_vehicle_id=NFTA2RCWN4FZI\u0026generated_at=1634666730""}}","lat:""38.9622""","lon:""-77.0279""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NFTA2RCWN4FZI\u0026generated_at=1634666730"""
"{""bike_id"":""61e63fda-891a-403f-8456-22233d6f9186""","ios:""limebike://map?selected_vehicle_id=LORTQE6JILIF6\u0026generated_at=1634666730""}}","lat:""38.9614""","lon:""-77.0282""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LORTQE6JILIF6\u0026generated_at=1634666730"""
"{""bike_id"":""084a12c1-ec95-4fa1-b0c5-d7c6409b9906""","ios:""limebike://map?selected_vehicle_id=MTK4BNUWW4VRY\u0026generated_at=1634666730""}}","lat:""38.9427""","lon:""-77.0284""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MTK4BNUWW4VRY\u0026generated_at=1634666730"""
"{""bike_id"":""6985dc13-d469-43bb-ab55-3ea858b8b908""","ios:""limebike://map?selected_vehicle_id=NFIFJK3S3Y7OI\u0026generated_at=1634666730""}}","lat:""38.9665""","lon:""-77.0286""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NFIFJK3S3Y7OI\u0026generated_at=1634666730"""
"{""bike_id"":""ba54c2a1-4e22-457b-b41b-aa470475bfcb""","ios:""limebike://map?selected_vehicle_id=GQXVCZKADTXYS\u0026generated_at=1634666730""}}","lat:""38.9473""","lon:""-77.029""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=GQXVCZKADTXYS\u0026generated_at=1634666730"""
"{""bike_id"":""73b16061-2c45-4c18-ab13-430633b241e0""","ios:""limebike://map?selected_vehicle_id=UY47VXXXCLOXG\u0026generated_at=1634666730""}}","lat:""38.9562""","lon:""-77.0291""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UY47VXXXCLOXG\u0026generated_at=1634666730"""
"{""bike_id"":""d8980191-06b3-402e-80d6-52c293825e62""","ios:""limebike://map?selected_vehicle_id=6RS2OJPOJB3RP\u0026generated_at=1634666730""}}","lat:""38.9596""","lon:""-77.0292""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6RS2OJPOJB3RP\u0026generated_at=1634666730"""
"{""bike_id"":""9978718f-57cd-44c2-b31c-9a2f4c9ff972""","ios:""limebike://map?selected_vehicle_id=FO25NMIM3AZSK\u0026generated_at=1634666730""}}","lat:""38.9443""","lon:""-77.0292""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FO25NMIM3AZSK\u0026generated_at=1634666730"""
"{""bike_id"":""c0ab32e0-eb56-426b-ae3b-586376411431""","ios:""limebike://map?selected_vehicle_id=44Q6KU5NDYI46\u0026generated_at=1634666730""}}","lat:""38.9435""","lon:""-77.0295""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=44Q6KU5NDYI46\u0026generated_at=1634666730"""
"{""bike_id"":""177ac618-a289-4df3-ae4f-f7edd2d5f804""","ios:""limebike://map?selected_vehicle_id=2J36YCFJHUIDA\u0026generated_at=1634666730""}}","lat:""38.969""","lon:""-77.0296""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2J36YCFJHUIDA\u0026generated_at=1634666730"""
"{""bike_id"":""4fa2b880-a2c6-41f9-893d-9dfdcfac09d3""","ios:""limebike://map?selected_vehicle_id=CMDSZAP3UBBHK\u0026generated_at=1634666730""}}","lat:""38.9496""","lon:""-77.0296""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CMDSZAP3UBBHK\u0026generated_at=1634666730"""
"{""bike_id"":""93125c0d-63cc-48e1-a433-ce89cb2eeec6""","ios:""limebike://map?selected_vehicle_id=6SFIC6RKCAEEJ\u0026generated_at=1634666730""}}","lat:""38.946""","lon:""-77.0298""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6SFIC6RKCAEEJ\u0026generated_at=1634666730"""
"{""bike_id"":""1716eac6-520f-4577-a5c8-2ec39a7460b2""","ios:""limebike://map?selected_vehicle_id=7YEVLQEWEOXZV\u0026generated_at=1634666730""}}","lat:""38.949""","lon:""-77.03""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7YEVLQEWEOXZV\u0026generated_at=1634666730"""
"{""bike_id"":""bbffb213-62e5-4c37-8f58-1ae9ec551eee""","ios:""limebike://map?selected_vehicle_id=M4342PSTBRIWO\u0026generated_at=1634666730""}}","lat:""38.9387""","lon:""-77.0305""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=M4342PSTBRIWO\u0026generated_at=1634666730"""
"{""bike_id"":""55c77e20-3eb9-4bbb-b4d8-2845a6663731""","ios:""limebike://map?selected_vehicle_id=VY7Q3DZI3P7X4\u0026generated_at=1634666730""}}","lat:""38.9268""","lon:""-77.0312""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VY7Q3DZI3P7X4\u0026generated_at=1634666730"""
"{""bike_id"":""6370c06b-3290-40a9-a711-0d64bc2f5f0e""","ios:""limebike://map?selected_vehicle_id=HACWDO7X5IPQ6\u0026generated_at=1634666730""}}","lat:""38.963""","lon:""-77.0315""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HACWDO7X5IPQ6\u0026generated_at=1634666730"""
"{""bike_id"":""ede7f7c7-17f2-41bf-8cfc-5f50104bece0""","ios:""limebike://map?selected_vehicle_id=OSBEQEU4A4D5X\u0026generated_at=1634666730""}}","lat:""38.9698""","lon:""-77.0316""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OSBEQEU4A4D5X\u0026generated_at=1634666730"""
"{""bike_id"":""24a7b60e-13e6-47f6-b14e-f3d4367a851c""","ios:""limebike://map?selected_vehicle_id=OX6MAKIPKBJNE\u0026generated_at=1634666730""}}","lat:""38.9766""","lon:""-77.032""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OX6MAKIPKBJNE\u0026generated_at=1634666730"""
"{""bike_id"":""f79b7d9e-f8bc-4e0c-b576-85ce72337adf""","ios:""limebike://map?selected_vehicle_id=4KKZ3BVMORP2P\u0026generated_at=1634666730""}}","lat:""38.9643""","lon:""-77.032""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4KKZ3BVMORP2P\u0026generated_at=1634666730"""
"{""bike_id"":""102d168f-f862-44fc-bd60-c29bd378b268""","ios:""limebike://map?selected_vehicle_id=IL3YR5VDZJJJ5\u0026generated_at=1634666730""}}","lat:""38.9643""","lon:""-77.0321""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=IL3YR5VDZJJJ5\u0026generated_at=1634666730"""
"{""bike_id"":""bec82e9f-0556-499f-99ef-52a53cf3fd70""","ios:""limebike://map?selected_vehicle_id=7EXEE3UUT6GES\u0026generated_at=1634666730""}}","lat:""38.9616""","lon:""-77.0322""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7EXEE3UUT6GES\u0026generated_at=1634666730"""
"{""bike_id"":""d41e5342-89db-4c36-ac3e-c5790c2fb52c""","ios:""limebike://map?selected_vehicle_id=LDOKSQCT7RKTI\u0026generated_at=1634666730""}}","lat:""38.9517""","lon:""-77.0323""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LDOKSQCT7RKTI\u0026generated_at=1634666730"""
"{""bike_id"":""7fb93d10-c132-4348-8f1d-71f11dcbe92b""","ios:""limebike://map?selected_vehicle_id=VOLLSJMOE3XOU\u0026generated_at=1634666730""}}","lat:""38.9509""","lon:""-77.0324""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VOLLSJMOE3XOU\u0026generated_at=1634666730"""
"{""bike_id"":""58d11fbc-a861-4546-98d3-2189fd0e81fc""","ios:""limebike://map?selected_vehicle_id=ZG27LMT6ZSWEI\u0026generated_at=1634666730""}}","lat:""38.9397""","lon:""-77.0325""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZG27LMT6ZSWEI\u0026generated_at=1634666730"""
"{""bike_id"":""ff810767-64c1-4030-9418-c67863892198""","ios:""limebike://map?selected_vehicle_id=BZ7DKAMAEOFDK\u0026generated_at=1634666730""}}","lat:""38.9691""","lon:""-77.0327""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BZ7DKAMAEOFDK\u0026generated_at=1634666730"""
"{""bike_id"":""0b73ee1f-24a8-42ed-80e5-d1b0ee00f24c""","ios:""limebike://map?selected_vehicle_id=AQCXGE6VOOMK3\u0026generated_at=1634666730""}}","lat:""38.9706""","lon:""-77.0327""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=AQCXGE6VOOMK3\u0026generated_at=1634666730"""
"{""bike_id"":""c5937e2c-b0e8-4b0f-9fd3-ca9f8380e207""","ios:""limebike://map?selected_vehicle_id=DV3O5RSROK6RB\u0026generated_at=1634666730""}}","lat:""38.9425""","lon:""-77.0328""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DV3O5RSROK6RB\u0026generated_at=1634666730"""
"{""bike_id"":""208e8b97-e6b6-4be2-b378-9cc1ee072146""","ios:""limebike://map?selected_vehicle_id=S7UJFMOUA4WD7\u0026generated_at=1634666730""}}","lat:""38.9566""","lon:""-77.0328""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=S7UJFMOUA4WD7\u0026generated_at=1634666730"""
"{""bike_id"":""59c91f98-63ff-404b-946f-4415453a5d55""","ios:""limebike://map?selected_vehicle_id=M6DO6WMX7R762\u0026generated_at=1634666730""}}","lat:""38.9459""","lon:""-77.0328""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=M6DO6WMX7R762\u0026generated_at=1634666730"""
"{""bike_id"":""38d05a1c-eea6-47dd-adf0-5bd2321096ef""","ios:""limebike://map?selected_vehicle_id=XGTUCDCQKPIJM\u0026generated_at=1634666730""}}","lat:""38.9705""","lon:""-77.0331""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=XGTUCDCQKPIJM\u0026generated_at=1634666730"""
"{""bike_id"":""458a7f8e-74ae-45ac-9a9f-0b4bcab81c4b""","ios:""limebike://map?selected_vehicle_id=ZVFWL6MR6EMMS\u0026generated_at=1634666730""}}","lat:""38.941""","lon:""-77.0332""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZVFWL6MR6EMMS\u0026generated_at=1634666730"""
"{""bike_id"":""50f1026d-a5d1-4bbe-bfd9-6ad27876b444""","ios:""limebike://map?selected_vehicle_id=LHS2VBTTB4MVN\u0026generated_at=1634666730""}}","lat:""38.9508""","lon:""-77.0333""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LHS2VBTTB4MVN\u0026generated_at=1634666730"""
"{""bike_id"":""7090f443-c591-4528-8cbc-878c7d3d6104""","ios:""limebike://map?selected_vehicle_id=ODZA7B24P5XAY\u0026generated_at=1634666730""}}","lat:""38.9718""","lon:""-77.0333""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ODZA7B24P5XAY\u0026generated_at=1634666730"""
"{""bike_id"":""ac61b5fc-51bd-4021-9f9a-0275736248e5""","ios:""limebike://map?selected_vehicle_id=7BK3COU6OYPHV\u0026generated_at=1634666730""}}","lat:""38.9538""","lon:""-77.0334""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7BK3COU6OYPHV\u0026generated_at=1634666730"""
"{""bike_id"":""a3a23e5c-45d9-4dc4-b9d2-45df828c5fea""","ios:""limebike://map?selected_vehicle_id=ZRADYHC7ADVMG\u0026generated_at=1634666730""}}","lat:""38.9628""","lon:""-77.0335""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZRADYHC7ADVMG\u0026generated_at=1634666730"""
"{""bike_id"":""73491770-d50f-4161-9b02-5c956c48fbdf""","ios:""limebike://map?selected_vehicle_id=E5Q32M3XQK7UC\u0026generated_at=1634666730""}}","lat:""38.9677""","lon:""-77.0335""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=E5Q32M3XQK7UC\u0026generated_at=1634666730"""
"{""bike_id"":""f7f4177d-4453-445e-acd9-83553c56b19f""","ios:""limebike://map?selected_vehicle_id=UKZVIAAGOMUBA\u0026generated_at=1634666730""}}","lat:""38.9673""","lon:""-77.0335""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UKZVIAAGOMUBA\u0026generated_at=1634666730"""
"{""bike_id"":""f259f7e9-c1ee-4e81-a77e-49bd7b55a174""","ios:""limebike://map?selected_vehicle_id=QX7JINAFZZYEL\u0026generated_at=1634666730""}}","lat:""38.9429""","lon:""-77.0337""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QX7JINAFZZYEL\u0026generated_at=1634666730"""
"{""bike_id"":""74d51d94-0197-4165-8dec-0cc7d87dd63b""","ios:""limebike://map?selected_vehicle_id=SFBDAY22JX54D\u0026generated_at=1634666730""}}","lat:""38.9634""","lon:""-77.0338""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SFBDAY22JX54D\u0026generated_at=1634666730"""
"{""bike_id"":""516316cb-afa8-452b-ad3e-ac73d70b36a0""","ios:""limebike://map?selected_vehicle_id=U3TWIC3V3O7VF\u0026generated_at=1634666730""}}","lat:""38.9609""","lon:""-77.0339""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=U3TWIC3V3O7VF\u0026generated_at=1634666730"""
"{""bike_id"":""e0946ca9-d90f-4e9b-bd65-e897618825ac""","ios:""limebike://map?selected_vehicle_id=VPBZ5I2VBLYVX\u0026generated_at=1634666730""}}","lat:""38.9593""","lon:""-77.0339""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VPBZ5I2VBLYVX\u0026generated_at=1634666730"""
"{""bike_id"":""1ba600f5-c1bb-4fba-84c6-22ea43e08cec""","ios:""limebike://map?selected_vehicle_id=DHH7JJ6WWU2SO\u0026generated_at=1634666730""}}","lat:""38.954""","lon:""-77.0341""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DHH7JJ6WWU2SO\u0026generated_at=1634666730"""
"{""bike_id"":""065d331a-46e1-4624-a8c0-1f1ef03e9e72""","ios:""limebike://map?selected_vehicle_id=JPW6B64S4Y4OH\u0026generated_at=1634666730""}}","lat:""38.9386""","lon:""-77.0343""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JPW6B64S4Y4OH\u0026generated_at=1634666730"""
"{""bike_id"":""e6b2a8c7-16dd-486f-b375-3f53ed7c30b6""","ios:""limebike://map?selected_vehicle_id=SB6L6PGQYDQUI\u0026generated_at=1634666730""}}","lat:""38.9888""","lon:""-77.0343""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SB6L6PGQYDQUI\u0026generated_at=1634666730"""
"{""bike_id"":""3b42bda0-1f5f-474e-a8d8-c2085cb84ae1""","ios:""limebike://map?selected_vehicle_id=OBGZLVQOEAEPD\u0026generated_at=1634666730""}}","lat:""38.9486""","lon:""-77.0347""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OBGZLVQOEAEPD\u0026generated_at=1634666730"""
"{""bike_id"":""84b747ae-5270-46d2-8408-3a7479a1c661""","ios:""limebike://map?selected_vehicle_id=UWRPTDWHW52QM\u0026generated_at=1634666730""}}","lat:""38.9833""","lon:""-77.0348""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UWRPTDWHW52QM\u0026generated_at=1634666730"""
"{""bike_id"":""75fdee62-5358-44ac-a4a5-869a17e3bf5a""","ios:""limebike://map?selected_vehicle_id=YEMM3AVDH4JOA\u0026generated_at=1634666730""}}","lat:""38.9662""","lon:""-77.0353""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=YEMM3AVDH4JOA\u0026generated_at=1634666730"""
"{""bike_id"":""b2324d09-017b-4024-b503-d1a92e5a9410""","ios:""limebike://map?selected_vehicle_id=VY7A4SBONVDXD\u0026generated_at=1634666730""}}","lat:""38.9834""","lon:""-77.0355""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VY7A4SBONVDXD\u0026generated_at=1634666730"""
"{""bike_id"":""f0644de2-381d-4861-ae30-4800cf85dabf""","ios:""limebike://map?selected_vehicle_id=LJ34TVB3TNXRD\u0026generated_at=1634666730""}}","lat:""38.9822""","lon:""-77.0355""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LJ34TVB3TNXRD\u0026generated_at=1634666730"""
"{""bike_id"":""10f52029-57d0-4128-b109-687b5cdcc3a6""","ios:""limebike://map?selected_vehicle_id=K4JHIL7LAPI7D\u0026generated_at=1634666730""}}","lat:""38.9833""","lon:""-77.0355""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=K4JHIL7LAPI7D\u0026generated_at=1634666730"""
"{""bike_id"":""68f71a32-4810-43d0-9a5f-38e18495fb6e""","ios:""limebike://map?selected_vehicle_id=AFT4RTTVOR3A2\u0026generated_at=1634666730""}}","lat:""38.9606""","lon:""-77.0356""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=AFT4RTTVOR3A2\u0026generated_at=1634666730"""
"{""bike_id"":""f1922272-f807-4563-98a6-ba97dd6abff8""","ios:""limebike://map?selected_vehicle_id=XAJNOSTC6NULS\u0026generated_at=1634666730""}}","lat:""38.9833""","lon:""-77.0357""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=XAJNOSTC6NULS\u0026generated_at=1634666730"""
"{""bike_id"":""d1009cac-6cdf-4366-bb50-eff8dc5011ab""","ios:""limebike://map?selected_vehicle_id=LQ56AMYQAW63N\u0026generated_at=1634666730""}}","lat:""38.9646""","lon:""-77.0357""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LQ56AMYQAW63N\u0026generated_at=1634666730"""
"{""bike_id"":""e91c7ed5-b3c8-44bc-b69a-3102abef14bd""","ios:""limebike://map?selected_vehicle_id=LAMCAMQ7SJ4S5\u0026generated_at=1634666730""}}","lat:""38.9832""","lon:""-77.0358""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LAMCAMQ7SJ4S5\u0026generated_at=1634666730"""
"{""bike_id"":""47583fe5-e2b8-4e78-935d-436439bcec37""","ios:""limebike://map?selected_vehicle_id=HL5FBJEOXSFQ2\u0026generated_at=1634666730""}}","lat:""38.9654""","lon:""-77.0359""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HL5FBJEOXSFQ2\u0026generated_at=1634666730"""
"{""bike_id"":""9cc97f06-d15b-451e-9f49-af6c7e3d3065""","ios:""limebike://map?selected_vehicle_id=C4X7ATM5MUVLN\u0026generated_at=1634666730""}}","lat:""38.984""","lon:""-77.0363""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=C4X7ATM5MUVLN\u0026generated_at=1634666730"""
"{""bike_id"":""9828a731-2c5b-42f1-be5b-ff616ed93817""","ios:""limebike://map?selected_vehicle_id=3AVLUJGOWBL7U\u0026generated_at=1634666730""}}","lat:""38.969""","lon:""-77.0363""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3AVLUJGOWBL7U\u0026generated_at=1634666730"""
"{""bike_id"":""b8e67605-e260-4e30-9de0-f50522d36826""","ios:""limebike://map?selected_vehicle_id=TUCIZAVEXZ7WW\u0026generated_at=1634666730""}}","lat:""38.9394""","lon:""-77.0363""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=TUCIZAVEXZ7WW\u0026generated_at=1634666730"""
"{""bike_id"":""96f9c125-8580-4abd-be1a-2bdad11a3c39""","ios:""limebike://map?selected_vehicle_id=2P3VGA5TB5W3C\u0026generated_at=1634666730""}}","lat:""38.9722""","lon:""-77.0364""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2P3VGA5TB5W3C\u0026generated_at=1634666730"""
"{""bike_id"":""372c9acc-4162-4d40-ba42-cab1039a8321""","ios:""limebike://map?selected_vehicle_id=T7W4M5YEI3KZZ\u0026generated_at=1634666730""}}","lat:""38.9564""","lon:""-77.0365""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=T7W4M5YEI3KZZ\u0026generated_at=1634666730"""
"{""bike_id"":""be2e9e65-6c3a-4578-ba5e-d9129f763475""","ios:""limebike://map?selected_vehicle_id=KJBT3PWG5NEHQ\u0026generated_at=1634666730""}}","lat:""38.9833""","lon:""-77.0369""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KJBT3PWG5NEHQ\u0026generated_at=1634666730"""
"{""bike_id"":""562289fa-9d2e-4a12-b1f0-f9d494596740""","ios:""limebike://map?selected_vehicle_id=ZY4YKGFLGZBDM\u0026generated_at=1634666730""}}","lat:""38.9833""","lon:""-77.0371""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZY4YKGFLGZBDM\u0026generated_at=1634666730"""
"{""bike_id"":""4395ea34-f949-4266-8059-845470dc3910""","ios:""limebike://map?selected_vehicle_id=SYI3QQZJN7VWF\u0026generated_at=1634666730""}}","lat:""38.9518""","lon:""-77.0374""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SYI3QQZJN7VWF\u0026generated_at=1634666730"""
"{""bike_id"":""bf12e6ca-8779-4132-87a9-3d1fec35a514""","ios:""limebike://map?selected_vehicle_id=6GKCYBW7WKQZD\u0026generated_at=1634666730""}}","lat:""38.9263""","lon:""-77.0228""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6GKCYBW7WKQZD\u0026generated_at=1634666730"""
"{""bike_id"":""640e49d5-4381-4c3a-bfba-091e49d18902""","ios:""limebike://map?selected_vehicle_id=SEJVGWYGJQZQR\u0026generated_at=1634666730""}}","lat:""38.9257""","lon:""-77.0228""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SEJVGWYGJQZQR\u0026generated_at=1634666730"""
"{""bike_id"":""f5b20a3f-6e64-4607-8f41-f7b0bd5760d9""","ios:""limebike://map?selected_vehicle_id=NRIMK7W7U4ZIJ\u0026generated_at=1634666730""}}","lat:""38.9281""","lon:""-77.0228""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NRIMK7W7U4ZIJ\u0026generated_at=1634666730"""
"{""bike_id"":""404dbcf5-b606-4a23-b82d-0ca45cfedea6""","ios:""limebike://map?selected_vehicle_id=HX5ESJKOQWK3L\u0026generated_at=1634666730""}}","lat:""38.9256""","lon:""-77.0228""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HX5ESJKOQWK3L\u0026generated_at=1634666730"""
"{""bike_id"":""3cea0a42-ec47-4a8c-83d1-dcbb3d63522c""","ios:""limebike://map?selected_vehicle_id=ZO5DIPVGMR3VS\u0026generated_at=1634666730""}}","lat:""38.9281""","lon:""-77.0229""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZO5DIPVGMR3VS\u0026generated_at=1634666730"""
"{""bike_id"":""d14d8e7e-d3b4-4ee1-9b03-371fc35f598d""","ios:""limebike://map?selected_vehicle_id=MCXOKVIUHMFMX\u0026generated_at=1634666730""}}","lat:""38.9257""","lon:""-77.0229""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MCXOKVIUHMFMX\u0026generated_at=1634666730"""
"{""bike_id"":""096469e2-e50a-4e1c-a3cd-cdb1bb48e7aa""","ios:""limebike://map?selected_vehicle_id=JS54IS5EAHYVA\u0026generated_at=1634666730""}}","lat:""38.9251""","lon:""-77.0229""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JS54IS5EAHYVA\u0026generated_at=1634666730"""
"{""bike_id"":""2fdb7b42-d862-40ab-aee8-b828acf0dd89""","ios:""limebike://map?selected_vehicle_id=C5WM6QRRYT6O3\u0026generated_at=1634666730""}}","lat:""38.9157""","lon:""-77.0229""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=C5WM6QRRYT6O3\u0026generated_at=1634666730"""
"{""bike_id"":""344f9cd1-aee6-49aa-b997-765575c5f647""","ios:""limebike://map?selected_vehicle_id=UOFWZ5FYVJRNG\u0026generated_at=1634666730""}}","lat:""38.9021""","lon:""-77.0229""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UOFWZ5FYVJRNG\u0026generated_at=1634666730"""
"{""bike_id"":""b0200dcb-1afb-441d-8a00-d499aebaa509""","ios:""limebike://map?selected_vehicle_id=6WG75UHY5AISZ\u0026generated_at=1634666730""}}","lat:""38.9147""","lon:""-77.023""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6WG75UHY5AISZ\u0026generated_at=1634666730"""
"{""bike_id"":""6c0f221c-de5c-4b54-a778-c4fe7e989760""","ios:""limebike://map?selected_vehicle_id=QTRL33O264VXI\u0026generated_at=1634666730""}}","lat:""38.9189""","lon:""-77.023""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QTRL33O264VXI\u0026generated_at=1634666730"""
"{""bike_id"":""0d5ffd43-bc40-4678-8830-f1613b00c3aa""","ios:""limebike://map?selected_vehicle_id=KV5DTMF46S6WJ\u0026generated_at=1634666730""}}","lat:""38.9161""","lon:""-77.023""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KV5DTMF46S6WJ\u0026generated_at=1634666730"""
"{""bike_id"":""83a73cc6-6396-4367-a139-f4fe3aa8b2d5""","ios:""limebike://map?selected_vehicle_id=N42T3FCBRYWKQ\u0026generated_at=1634666730""}}","lat:""38.9165""","lon:""-77.023""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=N42T3FCBRYWKQ\u0026generated_at=1634666730"""
"{""bike_id"":""e1e20784-d1f1-4604-8077-0ec94948cde6""","ios:""limebike://map?selected_vehicle_id=DFW45K7DBNTMJ\u0026generated_at=1634666730""}}","lat:""38.9266""","lon:""-77.0231""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DFW45K7DBNTMJ\u0026generated_at=1634666730"""
"{""bike_id"":""e62a6021-c731-4fd7-8602-991645988d0c""","ios:""limebike://map?selected_vehicle_id=ZP37UCRCSQSML\u0026generated_at=1634666730""}}","lat:""38.9314""","lon:""-77.0231""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZP37UCRCSQSML\u0026generated_at=1634666730"""
"{""bike_id"":""35f9c2fe-9642-4668-9633-c96066f340bb""","ios:""limebike://map?selected_vehicle_id=LLFQO2HAOEHAW\u0026generated_at=1634666730""}}","lat:""38.9278""","lon:""-77.0231""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LLFQO2HAOEHAW\u0026generated_at=1634666730"""
